Agitated	Agitado
Lennon is a genius	Lennon é um gênio
Living in every pore	Vivendo em cada poro
Life is real, life is real	A vida é real, a vida é real
Life is real, so real	A vida é real, tão real
Life is cruel, life is a bitch	A vida é cruel, a vida é uma vadia
Life is real, so real	A vida é real, tão real
Let There Be Drums	Let There Be Drums
Living On My Own	Vivendo Por Conta Própria
Sometimes i feel i'm gonna break down and cry	Às vezes eu sinto que eu vou quebrar e chorar
Nowhere to go, nothing to do with my time	Nenhum lugar para ir, nada para fazer com o meu tempo
I get lonely, so lonely, living on my own.	Eu fico solitário, tão solitário, vivendo por conta própria.
Sometimes i feel i'm always walking too fast	Às vezes eu sinto que estou sempre andando muito rápido
And everything is coming down on me, down on me, i go crazy	E tudo está caindo sobre mim, sobre mim, eu enlouqueço
Oh so crazy - living on my own.	Oh, tão louco - vivendo por conta própria.
Dee do de de, dee do de de	Dee do de de, dee do do de de
I don't have no time for no monkeybusiness	Eu não tenho tempo para qualquer negócio de macaco
Dee do de de, dee do de de	Dee do de de, dee do do de de
I get so lonely, lonely, lonely, lonely, yeah	Eu fico tão solitário, solitário, solitário, solitário, yeah
Got to be some good times ahead	Tem que haver alguns bons momentos à frente
Sometimes i feel nobody gives me no warning	Às vezes eu sinto que ninguém me dá nenhum aviso
Find my head is always up in the clouds in a dreamworld	Encontrando minha cabeça que está sempre nas nuvens, em um mundo de sonhos
It's not easy - living on my own, my own, my own	Não é fácil - vivendo por conta própria, por conta própria, por conta própria
Dee do de de, dee do de de	Dee do de de, dee do do de de
I don't have no time for no monkey business	Eu não tenho tempo para qualquer negócio de macaco
Dee do de de, dee do de de	Dee do de de, dee do do de de
Long Away	Muito Distante
You might believe in heaven	Você pode acreditar no céu
I would not care to say	Eu não me importaria de dizer
For every star in heaven	Para cada estrela no céu
There's a sad soul here today	Há uma alma triste aqui hoje
Wake up in the morning with a good face	Acorde pela manhã com uma cara boa
Stare at the moon all day	Olhe fixamente a lua o dia inteiro
Lonely as a whisper on a star chase	Solitário como um sussurro em uma perseguição estelar
Does anyone care anyway	Alguém se importa afinal?
For all the prayers in heaven	Para todas as orações no céu
So much of life's this way	Grande parte da vida desta maneira
Did we leave our way behind us	Será que nós deixamos nosso caminho para trás?
Such a long long way behind us	Um caminho tão tão longo atrás de nós
Who knows when, now who knows where	Quem sabe quando, agora, quem sabe onde?
Where the light of day will find us?	Onde a luz do dia nos encontrará?
Look for the day	Procure pelo dia
Take heart, my friend, we love you	Tenha coração, meu amigo, nós te amamos
Though it seems like you're alone	Embora pareça que você está sozinho
A million lights above you	Milhões de luzes estão acima de você
Smile down upon your home	Sorrindo sobre sua casa
Hurry put your troubles in a suitcase	Apressadamente coloque seus problemas em um baú
Come let the new child play	Vamos, deixe a nova criança brincar
Lonely as a whisper on a star chase	Solitário como um sussurro em uma perseguição estelar
I'm leaving here, I'm long away	Eu estou saindo daqui, eu estou muito distante
For all the stars in heaven	Para todas as estrelas no céu
I would not live	Eu não viveria,
I could not live this way	Não poderia viver desta maneira
Did we leave our way behind us	Será que nós deixamos nosso caminho para trás?
Such a long way behind us	Um caminho tão tão longo atrás de nós
Leave it for some hopeless lane	Deixe-o para algum beco sem esperança
Such a long long way	Um caminho tão longo
Such a long long way	Um caminho tão longo
Such a long long away	Um caminho tão longo
Lost Opportunity	Oportunidade Perdida
With the morning I face the sun	Com a manhã, eu encaro o sol
I lift my head and smile for everyone	Eu ergo minha cabeça e sorrio para todos
Every afternoon you'll find me working on	Todas as tardes você vai me encontrar trabalhando
I got my new shoes on	Eu tenho os meus sapatos novos
Got to be moving on	Tenho que seguir em frente
That's what they say	Isso é o que dizem
Every night I'm tossed	Toda noite eu estou jogado
And I shake my fevered brow	E eu sacudo minha testa febril
Thinking of my lost opportunity	Pensando em minha oportunidade perdida
Yes every morning I face the sun	Sim, todas as manhãs eu encaro o sol
I get so positive with everyone	Eu fico tão positivo com todos
Every afternoon you'll find the cracks showing through	Todas as tardes você vai encontrar as rachaduras à mostra
They know what I'm going through	Eles sabem o que eu estou passando
Oh yes they do	Ah sim, eles fazem
Every evening finds me	Toda noite me encontra
Love kills	O amor mata
Love don't give no compensation	O amor não dá nenhuma compensação
Love don't pay no bills	O amor não paga nenhuma conta
Love don't give no indication	O amor não dá nenhuma indicação
Love just won't stand still	O amor simplesmente não sustenta
Love kills-drills you through your heart	O amor mata, perfurando seu coração
Love kills-scars you from the start	O amor mata, te marca desde o começo
It's just a living pastime, ruining your heart line	É só um passatempo da vida, arruinando seu coração
Stays for a lifetime	Permanece por toda a vida
Won't let you go	Não deixa você partir
Cause love love love won't leave you alone	Porque o amor, amor, amor não te deixa em paz
Love don't take no reservation	O amor não toma nenhuma reserva
Love is no square deal	O amor não é um negócio quadrado
Love don't give no justification	O amor não dá nenhuma justificação
It strikes like cold steel	Golpeia como uma lâmina fria
Love kills-drills you through the heart	O amor mata, perfurando seu coração
Love kills-scars you from the start	O amor mata, te marca desde o começo
It's just a living pastime	É só um passatempo da vida
Burning your lifeline	Queimando sua linha de vida
Stay for a lifetime	Permanece por toda a vida
Won't let you go	Não te deixa partir
Cause love love love won't leave you alone	Porque o amor, amor, amor não te deixa em paz
Cause love (love) love (love) love won't leave you alone	Porque o amor (amor), amor (amor), amor (amor) não te deixa em paz
Love can play with your emotions	O amor pode brincar com suas emoções
Open invitation to your heart	Um convite aberto ao seu coração
Love can play with your emotions	O amor pode brincar com suas emoções
Open invitation to your heart (love kills)	Um convite aberto ao seu coração (amor mata)
Love can play with your emotions	O amor pode brincar com suas emoções
Open invitation to your heart	Um convite aberto ao seu coração
Love kills love kills	O amor mata o amor mata
Love love love love (love love love)	O amor amor amor amor (amor amor amor)
Love kills-drills you through the heart	O amor mata, perfurando seu coração
Love kills-scars you from the start	O amor mata, te marca desde o começo
It's just a living pastime, burning your lifeline	É só um passatempo da vida, Queimando sua linha de vida
Won't let you go	Não te deixa partir
Love kills-hey-drills you through your heart	O amor mata, hey! perfurando seu coração
Love kills-tears you right apart	O amor mata, te faz chorar, em cheio!
It won't let go it won't let go, Love kills-yeah	Não te deixará partir, Não te deixará partir, o amor mata, Yeah!
Love Of My Life	Amor da Minha Vida
Love of my life, you've hurt me	Amor da minha vida, você me machucou
You've broken my heart	Você partiu meu coração
And now you leave me	E agora me deixa
Love of my life, can't you see?	Amor da minha vida, você não entende?
Bring it back, bring it back	Devolva-me, devolva-me
Don't take it away from me	Não tire isso de mim
Because you don't know	Porque você não sabe
What it means to me	O que isso significa para mim
Love of my life, don't leave me	Amor da minha vida, não me deixe
You've stolen my love	Você roubou meu amor
And now desert me	E agora me abandona
Love of my life, can't you see?	Amor da minha vida, você não percebe?
Bring it back, bring it back	Devolva-me, devolva-me
Don't take it away from me	Não tire isso de mim
Because you don't know	Porque você não sabe
What it means to me	O que isso significa para mim
You will remember	Você se lembrará
When this is blown over	Quando isso tudo acabar
And everything's all by the way	E tudo se perder pelo caminho
When I grow older	Quando eu envelhecer
I will be there at your side	Eu estarei lá ao seu lado
To remind you how I still love you	Para te lembrar de como eu ainda te amo
I still love you	Eu ainda te amo
Hurry back, hurry back	Volte logo, volte logo
Don't take it away from me	Não tire isso de mim
Because you don't know	Porque você não sabe
What it means to me	O que isso significa para mim
Love of my life	Amor da minha vida
Love Makin' Love	Amor Fazer Amor
Yeah	Yeah
You just say you want out	Você apenas disse que quer pular fora
Take no more of this kind of love	Que não quer mais desse tipo de amor
No talk of romance	Não falou de romance
Takin' chances you can't afford	Não se permitiu arriscar
No more goodbyes	Mais nenhum adeus
No tellin' lies	Sem mentiras
Leave all the tension	Deixe toda tensão
Leave all the troubles behind	Deixe todos os problemas para trás
I just love makin' love makin' love	Eu adoro fazer amor fazer amor
Making love with you, yeah	Fazer amor com você, yeah
Love makin' love makin' love	Amor fazer amor fazer amor
With you	Com você
Love makin' love, love makin' love with you	Fazer amor, amor, fazer amor você
Yes I do	Sim, eu faço
It's love makin' love makin' love	É amor fazer amor fazer amor
That's all I wanna do, yeah	Isso é tudo que eu quero fazer, yeah
With you	Com você
Don't get into no bad ways	Não entre em nenhum erado caminho
'Cos life goes on	Porque a vida continua
No wedding plans you can't take	Nenhum plano de casamento você não pode assumir
The fight goes on	A luta continua
Oh secret love affair	Oh secreto caso amoroso
Waiting unawares	Aguardando desprevenido
(Ad-libbed lyrics)	(Ad-libbed lyrics)
(Ad-libbed lyrics)	(Ad-libbed lyrics)
I just love makin' love makin' love	Eu adoro fazer amor fazer amor
Makin' love with you, girl	Fazer amor com você, garota
I'm tellin' ya	Eu estou te dizendo
Love makin' love makin' love	Amor fazer amor fazer amor
Love to you	Amor com você
Yes I do, I do, I do	Sim eu faço, eu faço, eu faço
When the feeling's just right	Quando o sentimento é certo
I can reach you from the stars above, yeah	Eu posso alcança-lo nas estrelas acima, yeah
You know I love makin' love makin' love	Você sabe que eu amo fazer amor fazer amor
That's all I want to do, yeah, wooh ooh	Isso é tudo que eu quero fazer, yeah, wooh ooh
And they say love is blind	E como dizem o amor é cego
It's so hard to find	É tão difícil de encontrar
When you find it you end up just fighting	Quando você acha que você acaba apenas lutando
There's a weight on your shoulder	Existe um peso em seus ombros
Rain in your hair	Chuva no seu cabelo
It's someone else who's stealing love	É alguém que está roubando o amor
Love Me Like There's No Tomorrow	Ama-me Como Se Não Houvesse Amanhã
You had to kill the conversation	Você teve que interromper a conversa
You always had the upper hand	Você sempre dominou
Got caught in love and stepped in sinking sand	Ficou preso no amor e pisou na areia movediça
You had to go and ruin all our plans	Você teve que arruinar todos os nossos planos
